  UNIT                                                                                                                                                               LOAD      ACTIVE   SUB       DESCRIPTION
  systemd-initctl.socket                                                                                                                                             loaded    active   listening initctl Compatibility Named Pipe
  systemd-journald-audit.socket                                                                                                                                      loaded    inactive dead      Journal Audit Socket
  systemd-journald-dev-log.socket                                                                                                                                    loaded    active   running   Journal Socket (/dev/log)
  systemd-journald.socket                                                                                                                                            loaded    active   running   Journal Socket
  systemd-networkd.socket                                                                                                                                            loaded    inactive dead      Network Service Netlink Socket
  systemd-pcrextend.socket                                                                                                                                           loaded    inactive dead      TPM2 PCR Extension (Varlink)
  systemd-rfkill.socket                                                                                                                                              loaded    active   listening Load/Save RF Kill Switch Status /dev/rfkill Watch
  systemd-sysext.socket                                                                                                                                              loaded    active   listening System Extension Image Management (Varlink)
  systemd-udevd-control.socket                                                                                                                                       loaded    active   running   udev Control Socket
  systemd-udevd-kernel.socket                                                                                                                                        loaded    active   running   udev Kernel Socket
  uuidd.socket                                                                                                                                                       loaded    active   listening UUID daemon activation socket
  dev-zram0.swap                                                                                                                                                     loaded    active   active    /dev/zram0
  swapfile.swap                                                                                                                                                      loaded    active   active    /swapfile
  basic.target                                                                                                                                                       loaded    active   active    Basic System
  blockdev@dev-disk-by\x2duuid-3187\x2d604E.target                                                                                                                   loaded    inactive dead      Block Device Preparation for /dev/disk/by-uuid/3187-604E
  blockdev@dev-disk-by\x2duuid-a4bf0d13\x2db036\x2d490e\x2d9a14\x2daea83baf37a6.target                                                                               loaded    inactive dead      Block Device Preparation for /dev/disk/by-uuid/a4bf0d13-b036-490e-9a14-aea83baf37a6
  blockdev@dev-sda1.target                                                                                                                                           loaded    inactive dead      Block Device Preparation for /dev/sda1
  blockdev@dev-sdc1.target                                                                                                                                           loaded    inactive dead      Block Device Preparation for /dev/sdc1
  blockdev@dev-zram0.target                                                                                                                                          loaded    inactive dead      Block Device Preparation for /dev/zram0
  bluetooth.target                                                                                                                                                   loaded    active   active    Bluetooth Support
  cryptsetup-pre.target                                                                                                                                              loaded    inactive dead      Local Encrypted Volumes (Pre)
  cryptsetup.target                                                                                                                                                  loaded    active   active    Local Encrypted Volumes
● display-manager.target                                                                                                                                             not-found inactive dead      display-manager.target
  emergency.target                                                                                                                                                   loaded    inactive dead      Emergency Mode
  final.target                                                                                                                                                       loaded    inactive dead      Late Shutdown Services
  first-boot-complete.target                                                                                                                                         loaded    inactive dead      First Boot Complete
  getty-pre.target                                                                                                                                                   loaded    inactive dead      Preparation for Logins
  getty.target                                                                                                                                                       loaded    active   active    Login Prompts
  graphical.target                                                                                                                                                   loaded    active   active    Graphical Interface
● hibernate.target                                                                                                                                                   masked    inactive dead      hibernate.target
● hybrid-sleep.target                                                                                                                                                masked    inactive dead      hybrid-sleep.target
  initrd-fs.target                                                                                                                                                   loaded    inactive dead      Initrd File Systems
  initrd-root-device.target                                                                                                                                          loaded    inactive dead      Initrd Root Device
  initrd-root-fs.target                                                                                                                                              loaded    inactive dead      Initrd Root File System
  initrd-switch-root.target                                                                                                                                          loaded    inactive dead      Switch Root
  initrd-usr-fs.target                                                                                                                                               loaded    inactive dead      Initrd /usr File System
  initrd.target                                                                                                                                                      loaded    inactive dead      Initrd Default Target
  integritysetup.target                                                                                                                                              loaded    active   active    Local Integrity Protected Volumes
  local-fs-pre.target                                                                                                                                                loaded    active   active    Preparation for Local File Systems
  local-fs.target                                                                                                                                                    loaded    active   active    Local File Systems
  multi-user.target                                                                                                                                                  loaded    active   active    Multi-User System
  network-online.target                                                                                                                                              loaded    active   active    Network is Online
  network-pre.target                                                                                                                                                 loaded    active   active    Preparation for Network
  network.target                                                                                                                                                     loaded    active   active    Network
  nss-lookup.target                                                                                                                                                  loaded    active   active    Host and Network Name Lookups
  nss-user-lookup.target                                                                                                                                             loaded    active   active    User and Group Name Lookups
  paths.target                                                                                                                                                       loaded    active   active    Path Units
  remote-cryptsetup.target                                                                                                                                           loaded    inactive dead      Remote Encrypted Volumes
  remote-fs-pre.target                                                                                                                                               loaded    inactive dead      Preparation for Remote File Systems
  remote-fs.target                                                                                                                                                   loaded    active   active    Remote File Systems
  remote-veritysetup.target                                                                                                                                          loaded    inactive dead      Remote Verity Protected Volumes
  rescue.target                                                                                                                                                      loaded    inactive dead      Rescue Mode
  shutdown.target                                                                                                                                                    loaded    inactive dead      System Shutdown
● sleep.target                                                                                                                                                       masked    inactive dead      sleep.target
  slices.target                                                                                                                                                      loaded    active   active    Slice Units
  sockets.target                                                                                                                                                     loaded    active   active    Socket Units
  soft-reboot.target                                                                                                                                                 loaded    inactive dead      Reboot System Userspace
  sound.target                                                                                                                                                       loaded    active   active    Sound Card
  suspend-then-hibernate.target                                                                                                                                      loaded    inactive dead      Suspend; Hibernate if not used for a period of time
● suspend.target                                                                                                                                                     masked    inactive dead      suspend.target
  swap.target                                                                                                                                                        loaded    active   active    Swaps
  sysinit.target                                                                                                                                                     loaded    active   active    System Initialization
  time-set.target                                                                                                                                                    loaded    active   active    System Time Set
  time-sync.target                                                                                                                                                   loaded    inactive dead      System Time Synchronized
  timers.target                                                                                                                                                      loaded    active   active    Timer Units
  umount.target                                                                                                                                                      loaded    inactive dead      Unmount All Filesystems
  veritysetup-pre.target                                                                                                                                             loaded    inactive dead      Local Verity Protected Volumes (Pre)
  veritysetup.target                                                                                                                                                 loaded    active   active    Local Verity Protected Volumes
  anacron.timer                                                                                                                                                      loaded    active   waiting   Trigger anacron every hour
  apt-daily-upgrade.timer                                                                                                                                            loaded    active   waiting   Daily apt upgrade and clean activities
  apt-daily.timer                                                                                                                                                    loaded    active   waiting   Daily apt download activities
  disk-usage-monitor.timer                                                                                                                                           loaded    active   waiting   Run disk usage monitor every 5 minutes
  dpkg-db-backup.timer                                                                                                                                               loaded    active   waiting   Daily dpkg database backup timer
  e2scrub_all.timer                                                                                                                                                  loaded    active   waiting   Periodic ext4 Online Metadata Check for All Filesystems
  fstrim.timer                                                                                                                                                       loaded    active   waiting   Discard unused filesystem blocks once a week
  fwupd-refresh.timer                                                                                                                                                loaded    active   waiting   Refresh fwupd metadata regularly
  logrotate.timer                                                                                                                                                    loaded    active   waiting   Daily rotation of log files
  man-db.timer                                                                                                                                                       loaded    active   waiting   Daily man-db regeneration
  mint-cloud-backup-kuma-push.timer                                                                                                                                  loaded    active   waiting   Push Mint cloud backup status to Uptime Kuma every minute
  mint-cloud-backup.timer                                                                                                                                            loaded    active   waiting   Daily Mint cloud backup to Backblaze B2
  mintupdate-automation-autoremove.timer                                                                                                                             loaded    active   waiting   Update Manager weekly autoremove
  mintupdate-automation-upgrade.timer                                                                                                                                loaded    active   waiting   Update Manager automatic upgrades
  motd-news.timer                                                                                                                                                    loaded    active   waiting   Message of the Day
  plocate-updatedb.timer                                                                                                                                             loaded    active   waiting   Update the plocate database daily
  systemd-tmpfiles-clean.timer                                                                                                                                       loaded    active   waiting   Daily Cleanup of Temporary Directories

Legend: LOAD   → Reflects whether the unit definition was properly loaded.
        ACTIVE → The high-level unit activation state, i.e. generalization of SUB.
        SUB    → The low-level unit activation state, values depend on unit type.

543 loaded units listed.
To show all installed unit files use 'systemctl list-unit-files'.
